Airport,Latitude,Longitude,Country
AAE,36.8242,7.8213,ALGERIA
AAL,57.093,9.849,DENMARK
AAN,24.2585,55.6194,UAE
AAP,-0.3702,117.2575,INDONESIA
AAQ,45.003,37.3408,RUSSIA
AAR,56.304,10.619,DENMARK
AAT,47.8273,88.1318,CHINA
ABA,53.75,91.385,RUSSIA
ABC,38.9454,-1.8803,SPAIN
ABD,30.365,48.233,IRAN
ABE,40.6511,-75.4439,USA
ABI,32.411,-99.682,USA
ABJ,5.26,-3.926,IVORY COAST
ABK,6.7306,44.2453,ETHIOPIA
ABQ,35.04,-106.609,USA
ABT,20.296,41.634,SAUDI ARABIA
ABV,9.007,7.263,NIGERIA
ABX,-36.068,146.958,AUSTRALIA
ABZ,57.204,-2.2,UK
ACA,16.757,-99.753,MEXICO
ACC,5.603,-0.168,GHANA
ACE,28.945,-13.605,CANARY ISLANDS
ACT,31.611,-97.23,USA
ACX,25.0856,104.9594,CHINA
ACY,39.458,-74.577,USA
ACZ,31.0878,61.5429,IRAN
ADA,36.982,35.28,TURKEY
ADB,38.292,27.157,TURKEY
ADD,8.977,38.8,ETHIOPIA
ADF,37.87,38.49,TURKEY
ADK,51.878,-176.646,USA
ADL,-34.945,138.531,AUSTRALIA
ADQ,57.75,-152.494,USA
ADS,32.97,-96.8365,USA
ADU,38.3241,48.4202,IRAN
ADW,38.811,-76.867,USA
ADZ,12.583,-81.711,COLOMBIA
AEB,23.7167,106.9712,CHINA
AEP,-34.559,-58.416,ARGENTINA
AER,43.446,39.947,RUSSIA
AES,62.56,6.11,NORWAY
AEX,31.327,-92.548,USA
AEY,65.66,-18.072,ICELAND
AFW,32.9875,-97.3139,USA
AFZ,36.1712,57.6033,IRAN
AGA,30.381,-9.546,MOROCCO
AGH,56.296,12.847,SWEDEN
AGP,36.674,-4.499,SPAIN
AGR,27.156,77.961,INDIA
AGS,33.37,-81.964,USA
AGT,-25.4555,-54.8436,PARAGUAY
AHB,18.24,42.656,SAUDI ARABIA
AHJ,32.5277,102.3569,CHINA
AHN,33.9519,-83.3251,USA
AHO,40.632,8.291,ITALY
AJA,41.924,8.803,CORSICA
AJF,29.7886,40.1021,SAUDI ARABIA
AJI,39.69,43.12,TURKEY
AJL,23.746,92.803,INDIA
AJR,65.59,19.282,SWEDEN
AJU,-10.984,-37.07,BRAZIL
AKA,52.2181,-174.2063,USA
AKJ,43.671,142.447,JAPAN
AKL,-37.008,174.792,NEW ZEALAND
AKN,58.677,-156.649,USA
AKR,41.038,-81.467,USA
AKU,41.26,80.2926,CHINA
AKX,50.245,57.203,RUSSIA
ALA,43.352,77.04,KAZAKHSTAN
ALB,42.748,-73.803,USA
ALC,38.282,-0.558,SPAIN
ALF,69.977,23.366,NORWAY
ALG,36.691,3.215,ALGERIA
ALW,46.0873,-118.2845,USA
AMA,35.219,-101.706,USA
AMD,23.075,72.632,INDIA
AMH,6.0404,37.5889,ETHIOPIA
AMM,31.722,35.993,JORDAN
AMQ,-3.709,128.09,INDONESIA
AMS,52.309,4.764,NETHERLANDS
ANC,61.174,-149.996,USA
ANF,-23.444,-70.445,CHILE
ANU,17.137,-61.792,LEEWARD ISLANDS
ANX,69.293,16.144,NORWAY
AOE,39.9,30.54,TURKEY
AOG,41.1131,122.8666,CHINA
AOI,43.6154,13.3619,ITALY
AOJ,40.734,140.691,JAPAN
AOK,35.421,27.146,GREECE
AOR,6.194,100.403,MALAYSIA
APA,39.5751,-104.8451,USA
APL,-15.106,39.282,MOZAMBIQUE
APW,-13.83,-172.008,SAMOA
AQG,30.5831,117.0516,CHINA
AQI,28.335,46.125,SAUDI ARABIA
AQJ,29.611,35.018,JORDAN
AQP,-16.341,-71.583,PERU
ARA,30.038,-91.884,USA
ARH,64.5961,40.7145,RUSSIA
ARI,-18.348,-70.339,CHILE
ARN,59.652,17.919,SWEDEN
ASB,37.992,58.363,RUSSIA
ASE,39.2196,-106.8643,USA
ASF,46.283,48.006,RUSSIA
ASJ,28.431,129.712,JAPAN
ASM,15.29,38.9,ETHIOPIA
ASN,33.5694,-86.0511,USA
ASO,10.0266,34.5749,ETHIOPIA
ASP,-23.807,133.902,AUSTRALIA
ASR,38.77,35.495,TURKEY
ASU,-25.24,-57.519,PARAGUAY
ASW,23.964,32.82,EGYPT
ATH,37.94,23.95,GREECE
ATL,33.64,-84.427,USA
ATQ,31.70566,74.8069,INDIA
ATW,44.2605,-88.5111,USA
ATZ,27.05,31.0154,EGYPT
AUA,12.501,-70.015,ARUBA
AUH,24.433,54.651,UAE
AUQ,-9.77,-139,FRENCH POLYNESIA
AUS,30.194,-97.67,USA
AVA,26.2606,105.8731,CHINA
AVL,35.4349,-82.5379,USA
AVP,41.3378,-75.7238,USA
AVV,-38.039,144.469,AUSTRALIA
AWA,7.095,38.3986,ETHIOPIA
AWK,19.28,166.65,WAKE ISLAND
AWZ,31.337,48.762,IRAN
AXM,4.454,-75.765,COLOMBIA
AXT,39.616,140.219,JAPAN
AXU,14.1444,38.7748,ETHIOPIA
AYP,-13.155,-74.204,PERU
AYQ,-25.1905,130.9763,AUSTRALIA
AYT,36.901,30.792,TURKEY
AZA,33.3072,-111.6689,USA
AZI,24.428,54.458,UAE
AZS,19.2677,-69.7305,DOMINICAN REPUBLIC
BAH,26.271,50.634,BAHRAIN
BAK,40.468,50.047,RUSSIA
BAL,37.929,41.116,TURKEY
BAQ,10.889,-74.781,COLOMBIA
BAR,19.1406,110.4589,CHINA
BAV,40.5665,110.0022,CHINA
BAX,53.364,83.542,RUSSIA
BBA,-45.916,-71.689,CHILE
BBI,20.244,85.818,INDIA
BBU,44.503,26.102,ROMANIA
BCD,10.643,122.929,PHILIPPINES
BCM,46.522,26.91,ROMANIA
BCN,41.297,2.078,SPAIN
BCO,5.7504,36.5649,ETHIOPIA
BDA,32.36,-64.7,BERMUDA
BDJ,-3.442,114.761,INDONESIA
BDL,41.939,-72.683,USA
BDO,-6.901,107.576,INDONESIA
BDQ,22.336,73.226,INDIA
BDR,41.163,-73.126,USA
BDS,40.657,17.947,ITALY
BDU,69.056,18.54,NORWAY
BED,42.47,-71.289,USA
BEG,44.818,20.309,YUGOSLAVIA
BEJ,2.1479,117.4339,INDONESIA
BEL,-1.379,-48.476,BRAZIL
BEN,32.097,20.269,LIBYA
BES,48.448,-4.418,FRANCE
BET,60.78,-161.838,USA
BEW,-19.796,34.907,MOZAMBIQUE
BEY,33.813,35.489,LEBANON
BFF,41.8695,-103.5934,USA
BFI,47.53,-122.302,USA
BFJ,27.2616,105.482,CHINA
BFL,35.433,-119.057,USA
BFM,30.626,-88.068,USA
BFS,54.657,-6.216,UK
BGA,7.126,-73.185,COLOMBIA
BGF,4.398,18.519,CENTRAL AFRICAN REP.
BGG,38.86,40.59,TURKEY
BGI,13.074,-59.492,BARBADOS
BGO,60.293,5.218,NORWAY
BGR,44.807,-68.828,USA
BGW,33.27,44.23,IRAQ
BGY,45.674,9.704,ITALY
BHD,54.618,-5.873,UK
BHE,-41.518,173.87,NEW ZEALAND
BHH,19.984,42.623,SAUDI ARABIA
BHI,-38.725,-62.169,ARGENTINA
BHK,39.775,64.48,RUSSIA
BHM,33.563,-86.753,USA
BHO,23.285,77.337,INDIA
BHX,52.454,-1.748,UK
BHY,21.5405,109.2934,CHINA
BIA,42.554,9.483,CORSICA
BIF,31.849,-106.38,USA
BIK,-1.19,136.108,INDONESIA
BIL,45.8035,-108.5379,USA
BIM,25.7,-79.264,BAHAMAS
BIO,43.301,-2.911,SPAIN
BIQ,43.468,-1.523,FRANCE
BIS,46.7752,-100.7572,USA
BJA,36.712,5.07,ALGERIA
BJB,37.4898,57.3077,IRAN
BJC,39.9097,-105.1119,USA
BJL,13.338,-16.652,GAMBIA
BJM,-3.324,29.318,BURUNDI
BJR,11.608,37.321,ETHIOPIA
BJV,37.25,27.66,TURKEY
BJX,20.993,-101.481,MEXICO
BJZ,38.891,-6.821,SPAIN
BKI,5.937,116.051,MALAYSIA
BKK,13.912,100.607,THAILAND
BKL,41.5116,-81.6899,USA
BKN,39.4806,54.3661,TURKMENISTAN
BKO,12.533,-7.95,MALI
BKS,-3.864,102.341,INDONESIA
BLI,48.792,-122.537,USA
BLL,55.74,9.152,DENMARK
BLM,40.1807,-74.1217,USA
BLQ,44.534,11.29,ITALY
BLR,13.1986,77.668,INDIA
BLV,38.545,-89.835,USA
BLZ,-15.679,34.974,MALAWI
BME,-17.9526,122.2338,AUSTRALIA
BMG,39.1466,-86.6141,USA
BMI,40.479,-88.9187,USA
BMU,-8.539,118.687,INDONESIA
BMV,12.665,108.1176,VIETNAM
BNA,36.124,-86.678,USA
BND,27.218,56.378,IRAN
BNE,-27.384,153.118,AUSTRALIA
BNK,-28.8351,153.5596,AUSTRALIA
BOD,44.828,-0.716,FRANCE
BOG,4.701,-74.147,COLOMBIA
BOH,50.78,-1.843,UK
BOI,43.564,-116.223,USA
BOJ,42.569,27.514,BULGARIA
BOM,19.089,72.868,INDIA
BON,12.131,-68.268,ANTILLES
BOO,67.269,14.363,NORWAY
BOS,42.364,-71.005,USA
BOW,27.9437,-81.7845,CANADA
BPE,39.6618,119.0585,CHINA
BPL,44.9003,82.3027,CHINA
BPN,-1.268,116.894,INDONESIA
BPS,-16.4409,-39.0799,BRAZIL
BPT,29.951,-94.021,USA
BPX,30.5498,97.1065,CHINA
BQN,18.495,-67.129,PUERTO RICO
BQS,50.422,127.41,RUSSIA
BQT,52.1114,23.9001,BELARUS
BRC,-41.151,-71.157,ARGENTINA
BRE,53.047,8.787,GERMANY
BRI,41.138,16.761,ITALY
BRM,10.043,-69.358,VENEZUELA
BRQ,49.151,16.694,CZECH REPUBLIC
BRS,51.383,-2.719,UK
BRU,50.902,4.499,BELGIUM
BRW,71.285,-156.766,USA
BSB,-15.862,-47.913,BRAZIL
BSD,25.0516,99.1658,CHINA
BSG,1.905,9.806,EQUATORIAL GUINEA
BSL,47.6,7.53,FRANCE
BSO,20.4491,121.9761,PHILIPPINES
BSR,30.549,47.662,IRAQ
BTF,40.8679,-111.9293,USA
BTH,1.121,104.119,INDONESIA
BTJ,5.523,95.42,INDONESIA
BTK,56.371,101.699,RUSSIA
BTR,30.533,-91.149,USA
BTS,48.17,17.212,SLOVAKIA
BTU,3.172,113.044,MALAYSIA
BTV,44.472,-73.153,USA
BUD,47.437,19.256,HUNGARY
BUF,42.94,-78.732,USA
BUR,34.201,-118.359,USA
BUS,41.61,41.61,GEORGIA
BUW,-5.4875,122.5687,INDONESIA
BUZ,28.945,50.834,IRAN
BVB,2.846,-60.69,BRAZIL
BVC,16.137,-22.889,CAPE VERDE ISLANDS
BVY,42.5844,-70.9153,USA
BWE,52.319,10.556,GERMANY
BWG,36.9625,-86.4269,USA
BWI,39.175,-76.668,USA
BWN,4.946,114.928,BRUNEI
BWX,-8.3124,114.3394,INDONESIA
BXB,-2.5373,133.4383,INDONESIA
BXR,29.0805,58.4495,IRAN
BXU,8.9484,125.4812,PHILIPPINES
BZE,17.539,-88.308,BELIZE
BZK,53.214,34.176,RUSSIA
BZL,22.7987,90.2998,BANGLADESH
BZN,45.7771,-111.1532,USA
BZV,-4.252,15.253,CONGO
BZX,31.7386,106.645,CHINA
BZZ,51.75,-1.584,UK
CAB,-5.597,12.188,ANGOLA
CAE,33.939,-81.119,USA
CAG,39.251,9.054,ITALY
CAH,9.176,105.1757,VIETNAM
CAI,30.122,31.406,EGYPT
CAK,40.9154,-81.4419,USA
CAN,23.184,113.266,CHINA
CAP,19.732,-72.195,HAITI
CAY,4.82,-52.36,FRENCH GUYANA
CBF,41.26,-95.7591,USA
CBO,7.1633,124.214,PHILIPPINES
CBR,-35.308,149.194,AUSTRALIA
CBT,-12.4938,13.4902,ANGOLA
CCB,34.1111,-117.6848,USA
CCC,22.4637,-78.3287,CUBA
CCJ,11.136,75.955,INDIA
CCK,-12.19,96.83,COCOS (KEELING) ISLANDS
CCP,-36.773,-73.063,CHILE
CCS,10.603,-66.991,VENEZUELA
CCU,22.652,88.4463,INDIA
CDB,55.206,-162.724,USA
CDE,41.0584,117.9952,CHINA
CDG,49.013,2.55,FRANCE
CDT,40.2052,0.0673,SPAIN
CDV,60.492,-145.477,USA
CEB,10.3072,124.21,PHILIPPINES
CEE,59.2804,38.0168,RUSSIA
CEI,19.9543,99.8781,THAILAND
CEK,55.303,61.507,RUSSIA
CEN,27.392,-109.833,MEXICO
CFB,-22.9259,-42.0793,BRAZIL
CFE,45.786,3.169,FRANCE
CFK,36.2174,1.3247,ALGERIA
CFS,-30.321,153.116,AUSTRALIA
CFU,39.602,19.912,GREECE
CGB,-15.653,-56.117,BRAZIL
CGD,28.9212,111.6436,CHINA
CGH,-23.627,-46.655,BRAZIL
CGK,-6.126,106.656,INDONESIA
CGM,9.2515,124.7047,PHILIPPINES
CGN,50.866,7.143,GERMANY
CGO,34.519,113.841,CHINA
CGP,22.249,91.813,BANGLADESH
CGQ,43.9952,125.697,CHINA
CGR,-20.469,-54.672,BRAZIL
CGY,8.414,124.611,PHILIPPINES
CHA,35.035,-85.204,USA
CHC,-43.489,172.532,NEW ZEALAND
CHG,41.5468,120.4416,CHINA
CHO,38.1395,-78.4516,USA
CHQ,35.532,24.149,GREECE
CHR,46.862,1.731,FRANCE
CHS,32.899,-80.04,USA
CID,41.8864,-91.707,USA
CIF,42.1564,118.84,CHINA
CIH,36.2469,113.1286,CHINA
CIS,-2.77,-171.7,KIRIBATI
CIT,42.364,69.479,RUSSIA
CIU,46.2578,-84.4744,USA
CIX,-6.787,-79.828,PERU
CIY,36.9984,14.6069,ITALY
CJA,-7.1426,-78.4898,PERU
CJB,11.031,77.044,INDIA
CJC,-22.499,-68.904,CHILE
CJJ,36.722,127.4959,SOUTH KOREA
CJS,31.636,-106.429,MEXICO
CJU,33.511,126.493,KOREA
CKB,39.2967,-80.2312,USA
CKG,29.719,106.641,CHINA
CKV,36.6218,-87.419,USA
CKW,-22.3567,119.6521,AUSTRALIA
CKY,9.58,-13.61,GHANA
CKZ,40.14,26.42,TURKEY
CLE,41.412,-81.85,USA
CLJ,46.785,23.686,ROMANIA
CLL,30.588,-96.364,USA
CLM,48.1169,-123.4978,USA
CLO,3.543,-76.381,COLOMBIA
CLT,35.214,-80.943,USA
CLV,-17.7253,-48.6147,BRAZIL
CLY,42.531,8.793,CORSICA
CMB,7.181,79.884,SRI LANKA
CME,18.654,-91.799,MEXICO
CMH,39.998,-82.892,USA
CMI,40.0365,-88.264,USA
CMN,33.368,-7.588,MOROCCO
CMW,21.42,-77.847,CUBA
CND,44.362,28.488,ROMANIA
CNF,-19.634,-43.969,BRAZIL
CNN,11.9142,75.5486,INDIA
CNO,33.9752,-117.6353,USA
CNQ,-27.445,-58.762,ARGENTINA
CNS,-16.886,145.755,AUSTRALIA
CNX,18.7677,98.964,THAILAND
COK,10.1518,76.393,INDIA
COO,6.357,2.384,BENIN
COR,-31.324,-64.208,ARGENTINA
COS,38.806,-104.7,USA
COU,38.818,-92.219,USA
CPC,-40.075,-71.137,ARGENTINA
CPH,55.618,12.656,DENMARK
CPO,-27.296,-70.414,CHILE
CPS,38.5773,-90.159,USA
CPT,-33.965,18.602,SOUTH AFRICA
CQD,32.2946,50.8377,IRAN
CRA,44.318,23.889,ROMANIA
CRD,-45.785,-67.466,ARGENTINA
CRK,15.1846,120.5569,PHILIPPINES
CRL,50.459,4.454,BELGIUM
CRM,12.5049,124.6363,PHILIPPINES
CRP,27.77,-97.501,USA
CRW,38.3714,-81.5935,USA
CRZ,38.9368,63.5676,TURKMENISTAN
CSG,32.5163,-84.9388,USA
CSX,28.189,113.219,CHINA
CSY,56.0827,47.3202,RUSSIA
CTA,37.467,15.066,ITALY
CTC,-28.596,-65.752,ARGENTINA
CTG,10.442,-75.513,COLOMBIA
CTS,42.775,141.692,JAPAN
CTU,30.578,103.947,CHINA
CUC,7.928,-72.511,COLOMBIA
CUE,-2.889,-78.984,ECUADOR
CUL,24.764,-107.474,MEXICO
CUM,10.45,-64.13,VENEZUELA
CUN,21.036,-86.877,MEXICO
CUR,12.189,-68.96,ANTILLES
CUU,28.703,-105.964,MEXICO
CUZ,-13.536,-71.939,PERU
CVG,39.046,-84.662,USA
CWB,-25.528,-49.176,BRAZIL
CWC,48.2669,25.9672,UKRAINE
CWF,30.2164,-93.1506,USA
CWJ,23.2484,99.3572,CHINA
CWL,51.397,-3.343,UK
CXB,21.452,91.964,BANGLADESH
CXH,49.2905,-123.1182,CANADA
CXI,1.986,-157.35,KIRIBATI
CXR,12.01,109.22,VIETNAM
CYI,23.462,120.393,TAIWAN
CYO,21.616,-81.546,CUBA
CYS,41.156,-104.812,USA
CZL,36.277,6.624,ALGERIA
CZM,20.522,-86.926,MEXICO
CZX,31.912,119.7839,CHINA
DAB,29.1832,-81.0532,USA
DAC,23.843,90.398,BANGLADESH
DAD,16.044,108.199,VIET NAM
DAL,32.847,-96.852,USA
DAM,33.411,36.516,SYRIA
DAR,-6.878,39.203,TANZANIA
DAT,40.0579,113.4869,CHINA
DAX,31.1299,107.4314,CHINA
DAY,39.902,-84.219,USA
DBO,-32.217,148.575,AUSTRALIA
DBV,42.561,18.268,CROATIA
DCA,38.852,-77.037,USA
DCN,-17.5878,123.8259,AUSTRALIA
DCY,29.1912,100.109,CHINA
DDG,40.0258,124.2869,CHINA
DED,30.187,78.18,INDIA
DEL,28.566,77.103,INDIA
DEN,39.858,-104.667,USA
DFW,32.896,-97.037,USA
DGT,9.334,123.302,PHILIPPINES
DHF,24.2504,54.5488,UAE
DIB,27.4798,95.0158,INDIA
DIG,27.7931,99.6819,CHINA
DIN,21.4008,103.006,VIETNAM
DIR,9.625,41.854,ETHIOPIA
DIS,-4.208,12.661,CONGO
DIY,37.894,40.201,TURKEY
DJB,-1.638,103.644,INDONESIA
DJE,33.875,10.775,TUNISIA
DJJ,-2.577,140.516,INDONESIA
DKR,14.739,-17.49,SENEGAL
DLA,4.006,9.719,CAMEROON
DLC,38.966,121.538,CHINA
DLG,59.045,-158.503,USA
DLH,46.842,-92.194,USA
DLI,11.7503,108.3682,VIETNAM
DLM,36.713,28.793,TURKEY
DLU,25.6511,100.3183,CHINA
DMB,42.8664,71.2934,RUSSIA
DME,55.4103,37.9025,RUSSIA
DMK,13.9133,100.6042,THAILAND
DMM,26.471,49.798,SAUDI ARABIA
DMU,25.88,93.773,INDIA
DNA,26.356,127.767,JAPAN
DNH,40.1661,94.805,CHINA
DNK,48.357,35.102,RUSSIA
DNZ,37.785,29.701,TURKEY
DOH,25.261,51.565,QATAR
DOM,15.547,-61.3,DOMINICA
DOV,39.13,-75.466,USA
DOY,37.5099,118.7935,CHINA
DPL,8.6005,123.3432,PHILIPPINES
DPS,-8.748,115.167,INDONESIA
DQA,46.7488,125.1394,CHINA
DRS,51.133,13.767,GERMANY
DRW,-12.41,130.88,AUSTRALIA
DSE,11.1099,39.7248,ETHIOPIA
DSI,30.3967,-86.471,USA
DSM,41.534,-93.663,USA
DSN,39.4956,109.8707,CHINA
DSS,14.67,-17.07,SENEGAL
DTB,2.2623,98.9878,INDONESIA
DTM,51.518,7.612,GERMANY
DTN,32.5414,-93.7494,USA
DTW,42.212,-83.353,USA
DUB,53.421,-6.27,IRELAND
DUD,-45.928,170.198,NEW ZEALAND
DUE,-7.4005,20.8186,ANGOLA
DUR,-29.97,30.95,SOUTH AFRICA
DUS,51.289,6.767,GERMANY
DVO,7.13,125.65,PHILIPPINES
DWC,24.9,55.14,UAE
DWD,24.4447,44.1263,SAUDI ARABIA
DXB,25.255,55.364,UAE
DYG,29.1039,110.4512,CHINA
DYU,38.543,68.825,RUSSIA
DZA,-12.805,45.281,MAYOTTE ISLAND
EAM,17.611,44.419,SAUDI ARABIA
EAS,43.356,-1.791,SPAIN
EAT,47.399,-120.2065,USA
EBB,0.042,32.443,UGANDA
EBL,36.23,43.96,IRAQ
ECN,35.16,33.5,CYPRUS
ECP,30.3549,-85.7995,USA
EDI,55.95,-3.373,UK
EDL,0.404,35.238,KENYA
EDO,39.55,27.01,TURKEY
EFD,29.607,-95.159,USA
EFL,38.12,20.501,GREECE
EGE,39.6426,-106.9145,USA
EGO,50.6451,36.5706,RUSSIA
EIN,51.45,5.374,NETHERLANDS
EJA,7.024,-73.807,COLOMBIA
EJH,26.198,36.476,SAUDI ARABIA
ELP,31.807,-106.378,USA
ELQ,26.303,43.774,SAUDI ARABIA
EMA,52.8294,-1.3321,UK
ENA,60.573,-151.245,USA
ENE,-8.849,121.662,INDONESIA
ENH,30.3194,109.4872,CHINA
ENU,6.474,7.562,NIGERIA
ENY,36.6394,109.5515,CHINA
EOH,6.22,-75.591,COLOMBIA
EQS,-42.908,-71.139,ARGENTINA
ERC,39.71,39.526,TURKEY
ERF,50.98,10.958,GERMANY
ERL,43.4291,112.1052,CHINA
ERZ,39.956,41.17,TURKEY
ESB,40.128,32.995,TURKEY
ESS,51.401,6.936,GERMANY
ETM,29.7266,35.0055,ISRAEL
ETZ,48.982,6.254,FRANCE
